,orig_plate,orig_row,orig_col,orig_col_row,keio_name,genotype,new_plate,new_row,new_col,new_col_row
2016,26,A,9,"['A', 9]",JW3033,ttdA,23,F,4,"['F', 4]"
2017,26,A,10,"['A', 10]",JW3328,nirB,23,F,5,"['F', 5]"
2018,26,A,11,"['A', 11]",JW3391,glgP,23,F,6,"['F', 6]"
2019,26,A,12,"['A', 12]",JW3543,malS,23,F,7,"['F', 7]"
2020,26,B,1,"['B', 1]",JW1463,narZ,23,F,8,"['F', 8]"
2021,26,B,2,"['B', 2]",JW1608,uidB,23,F,9,"['F', 9]"
2022,26,B,3,"['B', 3]",JW1816,kdgR,23,F,10,"['F', 10]"
2023,26,B,4,"['B', 4]",JW2155,fruK,23,F,11,"['F', 11]"
2024,26,B,5,"['B', 5]",JW2196,napF,23,F,12,"['F', 12]"
2025,26,B,6,"['B', 6]",JW2509,fdx,23,G,1,"['G', 1]"
2026,26,B,7,"['B', 7]",JW5433,hypF,23,G,2,"['G', 2]"
2027,26,B,8,"['B', 8]",JW2698,hypC,23,G,3,"['G', 3]"
2028,26,B,9,"['B', 9]",JW3034,ttdB,23,G,4,"['G', 4]"
2029,26,B,10,"['B', 10]",JW3329,nirD,23,G,5,"['G', 5]"
2030,26,B,11,"['B', 11]",JW3392,glgA,23,G,6,"['G', 6]"
2031,26,B,12,"['B', 12]",JW3545,yiaI,23,G,7,"['G', 7]"
2032,26,C,1,"['C', 1]",JW1470,fdnG,23,G,8,"['G', 8]"
2033,26,C,2,"['C', 2]",JW1609,uidA,23,G,9,"['G', 9]"
2034,26,C,3,"['C', 3]",JW1839,eda,23,G,10,"['G', 10]"
2035,26,C,4,"['C', 4]",JW2182,ccmH,23,G,11,"['G', 11]"
2036,26,C,5,"['C', 5]",JW2215,atoD,23,G,12,"['G', 12]"
2037,26,C,6,"['C', 6]",JW2523,hcaF,23,H,1,"['H', 1]"
2038,26,C,7,"['C', 7]",JW2683,hydN,23,H,2,"['H', 2]"
2039,26,C,8,"['C', 8]",JW2699,hypD,23,H,3,"['H', 3]"
2040,26,C,9,"['C', 9]",JW5511,ebgA,23,H,4,"['H', 4]"
2041,26,C,10,"['C', 10]",JW3342,php,23,H,5,"['H', 5]"
2042,26,C,11,"['C', 11]",JW3394,glgX,23,H,6,"['H', 6]"
2043,26,C,12,"['C', 12]",JW3552,lyxK,23,H,7,"['H', 7]"
2044,26,D,1,"['D', 1]",JW1472,fdnI,23,H,8,"['H', 8]"
2045,26,D,2,"['D', 2]",JW1614,malY,23,H,9,"['H', 9]"
2046,26,D,3,"['D', 3]",JW1840,edd,23,H,10,"['H', 10]"
2047,26,D,4,"['D', 4]",JW2184,ccmF,23,H,11,"['H', 11]"
2048,26,D,5,"['D', 5]",JW2216,atoA,23,H,12,"['H', 12]"
2049,26,D,6,"['D', 6]",JW2524,hcaC,24,A,1,"['A', 1]"
2050,26,D,7,"['D', 7]",JW2686,ascB,24,A,2,"['A', 2]"
2051,26,D,8,"['D', 8]",JW2811,kduI,24,A,3,"['A', 3]"
2052,26,D,9,"['D', 9]",JW3048,ebgC,24,A,4,"['A', 4]"
2053,26,D,10,"['D', 10]",JW3352,aroB,24,A,5,"['A', 5]"
2054,26,D,11,"['D', 11]",JW3395,glgB,24,A,6,"['A', 6]"
2055,26,D,12,"['D', 12]",JW3574,mtlD,24,A,7,"['A', 7]"
2056,26,E,1,"['E', 1]",JW1512,tam,24,A,8,"['A', 8]"
2057,26,E,2,"['E', 2]",JW1620,rsxB,24,A,9,"['A', 9]"
2058,26,E,3,"['E', 3]",JW1862,torY,24,A,10,"['A', 10]"
2059,26,E,4,"['E', 4]",JW2185,ccmE,24,A,11,"['A', 11]"
2060,26,E,5,"['E', 5]",JW2235,glpA,24,A,12,"['A', 12]"
2061,26,E,6,"['E', 6]",JW2526,hcaD,24,B,1,"['B', 1]"
2062,26,E,7,"['E', 7]",JW2689,hycG,24,B,2,"['B', 2]"
2063,26,E,8,"['E', 8]",JW2884,yliK,24,B,3,"['B', 3]"
2064,26,E,9,"['E', 9]",JW3052,fadH,24,B,4,"['B', 4]"
2065,26,E,10,"['E', 10]",JW3379,malQ,24,B,5,"['B', 5]"
2066,26,E,11,"['E', 11]",JW3487,treF,24,B,6,"['B', 6]"
2067,26,E,12,"['E', 12]",JW3579,lldR,24,B,8,"['B', 8]"
2068,26,F,1,"['F', 1]",JW1514,uxaB,24,B,9,"['B', 9]"
2069,26,F,2,"['F', 2]",JW1622,rsxD,24,B,10,"['B', 10]"
2070,26,F,3,"['F', 3]",JW1912,amyA,24,B,11,"['B', 11]"
2071,26,F,4,"['F', 4]",JW2190,napC,24,B,12,"['B', 12]"
2072,26,F,5,"['F', 5]",JW2236,glpB,24,C,1,"['C', 1]"
2073,26,F,6,"['F', 6]",JW2536,hmp,24,C,2,"['C', 2]"
2074,26,F,7,"['F', 7]",JW2690,hycF,24,C,4,"['C', 4]"
2075,26,F,8,"['F', 8]",JW2962,hybC,24,C,5,"['C', 5]"
2076,26,F,9,"['F', 9]",JW3062,uxaA,24,C,6,"['C', 6]"
2077,26,F,10,"['F', 10]",JW5687,glpG,24,C,7,"['C', 7]"
2078,26,F,11,"['F', 11]",JW3536,xylB,24,C,8,"['C', 8]"
2079,26,F,12,"['F', 12]",JW3585,grxC,24,C,9,"['C', 9]"
2080,26,G,1,"['G', 1]",JW1579,ynfE,24,C,10,"['C', 10]"
2081,26,G,2,"['G', 2]",JW1624,rsxE,24,C,11,"['C', 11]"
2082,26,G,3,"['G', 3]",JW2039,wcaF,24,C,12,"['C', 12]"
2083,26,G,4,"['G', 4]",JW2192,napH,24,D,1,"['D', 1]"
2084,26,G,5,"['G', 5]",JW2237,glpC,24,D,2,"['D', 2]"
2085,26,G,6,"['G', 6]",JW2648,nrdH,24,D,3,"['D', 3]"
2086,26,G,7,"['G', 7]",JW2691,hycE,24,D,4,"['D', 4]"
2087,26,G,8,"['G', 8]",JW2965,hybO,24,D,5,"['D', 5]"
2088,26,G,9,"['G', 9]",JW3063,uxaC,24,D,6,"['D', 6]"
2089,26,G,10,"['G', 10]",JW3388,glpE,24,D,7,"['D', 7]"
2090,26,G,11,"['G', 11]",JW3537,xylA,24,D,8,"['D', 8]"
2091,26,G,12,"['G', 12]",JW3699,bglB,24,D,9,"['D', 9]"
2092,26,H,1,"['H', 1]",JW1581,ynfG,24,D,10,"['D', 10]"
2093,26,H,2,"['H', 2]",JW1723,chbF,24,D,11,"['D', 11]"
2094,26,H,3,"['H', 3]",JW2075,gatD,24,D,12,"['D', 12]"
2095,26,H,4,"['H', 4]",JW2193,napG,24,E,1,"['E', 1]"
2096,26,H,5,"['H', 5]",JW2436,eutH,24,E,2,"['E', 2]"
2097,26,H,6,"['H', 6]",JW2674,srlD,24,E,3,"['E', 3]"
2098,26,H,7,"['H', 7]",JW2696,hypA,24,E,4,"['E', 4]"
2099,26,H,8,"['H', 8]",JW2978,yqhD,24,E,5,"['E', 5]"
2100,26,H,9,"['H', 9]",JW3155,sfsB,24,E,6,"['E', 6]"
2101,26,H,10,"['H', 10]",JW3389,glpD,24,E,7,"['E', 7]"
2102,26,H,11,"['H', 11]",JW3541,xylR,24,E,8,"['E', 8]"
2103,27,A,2,"['A', 2]",JW3863,fdoI,24,E,9,"['E', 9]"
2104,27,A,3,"['A', 3]",JW1793,rnd,24,E,10,"['E', 10]"
2105,27,A,4,"['A', 4]",JW2171,rsuA,24,E,11,"['E', 11]"
2106,27,A,5,"['A', 5]",JW2553,lepA,24,E,12,"['E', 12]"
2107,27,A,6,"['A', 6]",JW3617,pyrE,24,F,1,"['F', 1]"
2108,27,A,7,"['A', 7]",JW4204,pyrB,24,F,2,"['F', 2]"
2109,27,A,8,"['A', 8]",JW0492,ybbS,24,F,3,"['F', 3]"
2110,27,A,9,"['A', 9]",JW1556,relB,24,F,4,"['F', 4]"
2111,27,A,10,"['A', 10]",JW3076,yhaJ,24,F,5,"['F', 5]"
2112,27,A,11,"['A', 11]",JW4068,phnB,24,F,6,"['F', 6]"
2113,27,A,12,"['A', 12]",JW0647,gltL,24,F,7,"['F', 7]"
2114,27,B,2,"['B', 2]",JW3865,fdoG,24,F,8,"['F', 8]"
2115,27,B,5,"['B', 5]",JW2576,rluD,24,F,9,"['F', 9]"
2116,27,B,6,"['B', 6]",JW3857,rbn,24,F,10,"['F', 10]"
2117,27,B,7,"['B', 7]",JW4313,hsdR,24,F,11,"['F', 11]"
2118,27,B,9,"['B', 9]",JW2115,mlrA,24,F,12,"['F', 12]"
2119,27,B,10,"['B', 10]",JW3197,sspB,24,G,1,"['G', 1]"
2120,27,B,11,"['B', 11]",JW4360,creA,24,G,2,"['G', 2]"
2121,27,B,12,"['B', 12]",JW0648,gltK,24,G,3,"['G', 3]"
2122,27,C,4,"['C', 4]",JW2397,xapB,24,G,4,"['G', 4]"
2123,27,C,5,"['C', 5]",JW2650,nrdE,24,G,5,"['G', 5]"
2124,27,C,6,"['C', 6]",JW3969,purD,24,G,6,"['G', 6]"
2125,27,C,7,"['C', 7]",JW4344,deoC,24,G,7,"['G', 7]"
2126,27,C,8,"['C', 8]",JW0979,torT,24,G,8,"['G', 8]"
2127,27,C,9,"['C', 9]",JW2231,inaA,24,G,10,"['G', 10]"
2128,27,C,10,"['C', 10]",JW3212,aaeR,24,G,11,"['G', 11]"
2129,27,C,11,"['C', 11]",JW0205,dnaQ,24,G,12,"['G', 12]"
2130,27,C,12,"['C', 12]",JW0649,gltJ,24,H,1,"['H', 1]"
2131,27,D,2,"['D', 2]",JW1344,recE,24,H,2,"['H', 2]"
2132,27,D,3,"['D', 3]",JW1963,amn,24,H,3,"['H', 3]"
2133,27,D,4,"['D', 4]",JW2398,xapA,24,H,4,"['H', 4]"
2134,27,D,5,"['D', 5]",JW2651,nrdF,24,H,5,"['H', 5]"
2135,27,D,6,"['D', 6]",JW4135,purA,24,H,6,"['H', 6]"
2136,27,D,7,"['D', 7]",JW4345,deoA,24,H,7,"['H', 7]"
2137,27,D,8,"['D', 8]",JW1145,mcrA,24,H,8,"['H', 8]"
2138,27,D,9,"['D', 9]",JW2452,aegA,24,H,9,"['H', 9]"
2139,27,D,10,"['D', 10]",JW3661,yidP,24,H,10,"['H', 10]"
2140,27,D,11,"['D', 11]",JW0221,dinB,24,H,11,"['H', 11]"
2141,27,D,12,"['D', 12]",JW0665,nagE,24,H,12,"['H', 12]"
2142,27,E,1,"['E', 1]",JW3731,rbsK,25,A,1,"['A', 1]"
2143,27,E,2,"['E', 2]",JW1615,add,25,A,3,"['A', 3]"
2144,27,E,3,"['E', 3]",JW2050,dcd,25,A,4,"['A', 4]"
2145,27,E,4,"['E', 4]",JW2484,purM,25,A,5,"['A', 5]"
2146,27,E,5,"['E', 5]",JW2788,recB,25,A,6,"['A', 6]"
2147,27,E,6,"['E', 6]",JW4171,cpdB,25,A,7,"['A', 7]"
2148,27,E,7,"['E', 7]",JW4347,deoD,25,A,8,"['A', 8]"
2149,27,E,8,"['E', 8]",JW1149,ycgE,25,A,9,"['A', 9]"
2150,27,E,9,"['E', 9]",JW2755,relA,25,A,10,"['A', 10]"
2151,27,E,10,"['E', 10]",JW3702,phoU,25,A,11,"['A', 11]"
2152,27,E,11,"['E', 11]",JW0582,fepD,25,A,12,"['A', 12]"
2153,27,E,12,"['E', 12]",JW0679,potE,25,B,1,"['B', 1]"
2154,27,F,1,"['F', 1]",JW5578,fadA,25,B,2,"['B', 2]"
2155,27,F,2,"['F', 2]",JW1625,nth,25,B,3,"['B', 3]"
2156,27,F,3,"['F', 3]",JW2131,cdd,25,B,4,"['B', 4]"
2157,27,F,4,"['F', 4]",JW2485,purN,25,B,5,"['B', 5]"
2158,27,F,5,"['F', 5]",JW2809,araE,25,B,6,"['B', 6]"
2159,27,F,6,"['F', 6]",JW4196,nrdG,25,B,7,"['B', 7]"
2160,27,F,7,"['F', 7]",JW0298,ykgD,25,B,8,"['B', 8]"
2161,27,F,8,"['F', 8]",JW1313,ycjW,25,B,9,"['B', 9]"
2162,27,F,9,"['F', 9]",JW2837,ygeV,25,B,10,"['B', 10]"
2163,27,F,10,"['F', 10]",JW3778,cyaA,25,B,11,"['B', 11]"
2164,27,F,11,"['F', 11]",JW0584,fepB,25,B,12,"['B', 12]"
2165,27,F,12,"['F', 12]",JW0684,kdpC,25,C,1,"['C', 1]"
2166,27,G,1,"['G', 1]",JW3822,fadB,25,C,2,"['C', 2]"
2167,27,G,2,"['G', 2]",JW1738,xthA,25,C,3,"['C', 3]"
2168,27,G,3,"['G', 3]",JW2146,nfo,25,C,4,"['C', 4]"
2169,27,G,4,"['G', 4]",JW2493,xseA,25,C,5,"['C', 5]"
2170,27,G,5,"['G', 5]",JW2860,recJ,25,C,6,"['C', 6]"
2171,27,G,6,"['G', 6]",JW4197,nrdD,25,C,7,"['C', 7]"
2172,27,G,7,"['G', 7]",JW0440,glnK,25,C,8,"['C', 8]"
2173,27,G,8,"['G', 8]",JW1379,feaR,25,C,9,"['C', 9]"
2174,27,G,9,"['G', 9]",JW3032,ygiP,25,C,10,"['C', 10]"
2175,27,G,10,"['G', 10]",JW3926,yijO,25,C,11,"['C', 11]"
2176,27,G,11,"['G', 11]",JW0604,citT,25,C,12,"['C', 12]"
2177,27,G,12,"['G', 12]",JW0686,kdpA,25,D,1,"['D', 1]"
2178,27,H,1,"['H', 1]",JW3862,fdhE,25,D,2,"['D', 2]"
2179,27,H,2,"['H', 2]",JW1748,nudG,25,D,3,"['D', 3]"
2180,27,H,3,"['H', 3]",JW2149,rihB,25,D,4,"['D', 4]"
2181,27,H,4,"['H', 4]",JW2541,purL,25,D,5,"['D', 5]"
2182,27,H,5,"['H', 5]",JW2912,endA,25,D,6,"['D', 6]"
2183,27,H,6,"['H', 6]",JW4203,pyrI,25,D,7,"['D', 7]"
2184,27,H,7,"['H', 7]",JW0476,cueR,25,D,8,"['D', 8]"
2185,27,H,8,"['H', 8]",JW1382,maoC,25,D,9,"['D', 9]"
2186,27,H,10,"['H', 10]",JW3977,arpA,25,D,10,"['D', 10]"
2187,27,H,11,"['H', 11]",JW0622,tatE,25,D,11,"['D', 11]"
2188,27,H,12,"['H', 12]",JW0734,pnuC,25,D,12,"['D', 12]"
2189,28,A,1,"['A', 1]",JW0744,modE,25,E,1,"['E', 1]"
2190,28,A,2,"['A', 2]",JW0815,yliC,25,E,2,"['E', 2]"
2191,28,A,3,"['A', 3]",JW0887,focA,25,E,3,"['E', 3]"
2192,28,A,4,"['A', 4]",JW1110,potC,25,E,4,"['E', 4]"
2193,28,A,5,"['A', 5]",JW1285,sapC,25,E,5,"['E', 5]"
2194,28,A,6,"['A', 6]",JW1438,ydcV,25,E,6,"['E', 6]"
2195,28,A,7,"['A', 7]",JW1521,ydeA,25,E,7,"['E', 7]"
2196,28,A,8,"['A', 8]",JW1726,chbC,25,E,8,"['E', 8]"
2197,28,A,9,"['A', 9]",JW1888,araG,25,E,9,"['E', 9]"
2198,28,A,10,"['A', 10]",JW2117,yehX,25,E,10,"['E', 10]"
2199,28,A,11,"['A', 11]",JW3704,pstA,25,E,11,"['E', 11]"
2200,28,A,12,"['A', 12]",JW3888,sbp,25,E,12,"['E', 12]"
2201,28,B,1,"['B', 1]",JW0747,modB,25,F,1,"['F', 1]"
2202,28,B,2,"['B', 2]",JW0826,cmr,25,F,2,"['F', 2]"
2203,28,B,3,"['B', 3]",JW0916,ssuB,25,F,3,"['F', 3]"
2204,28,B,4,"['B', 4]",JW1112,potA,25,F,4,"['F', 4]"
2205,28,B,5,"['B', 5]",JW1286,sapB,25,F,5,"['F', 5]"
2206,28,B,6,"['B', 6]",JW1478,ddpF,25,F,6,"['F', 6]"
2207,28,B,7,"['B', 7]",JW1597,ydgI,25,F,8,"['F', 8]"
2208,28,B,8,"['B', 8]",JW1727,chbB,25,F,9,"['F', 9]"
2209,28,B,9,"['B', 9]",JW1889,araF,25,F,10,"['F', 10]"
2210,28,B,10,"['B', 10]",JW2135,mglC,25,F,11,"['F', 11]"
2211,28,B,11,"['B', 11]",JW3705,pstC,25,F,12,"['F', 12]"
2212,28,B,12,"['B', 12]",JW3898,glpF,25,G,1,"['G', 1]"
2213,28,C,1,"['C', 1]",JW0748,modC,25,G,2,"['G', 2]"
2214,28,C,2,"['C', 2]",JW0838,potF,25,G,3,"['G', 3]"
2215,28,C,3,"['C', 3]",JW0932,uup,25,G,4,"['G', 4]"
2216,28,C,4,"['C', 4]",JW1175,nhaB,25,G,5,"['G', 5]"
2217,28,C,5,"['C', 5]",JW1287,sapA,25,G,6,"['G', 6]"
2218,28,C,6,"['C', 6]",JW1479,ddpD,25,G,7,"['G', 7]"
2219,28,C,7,"['C', 7]",JW1613,malX,25,G,8,"['G', 8]"
2220,28,C,8,"['C', 8]",JW1758,ydjE,25,G,9,"['G', 9]"
2221,28,C,9,"['C', 9]",JW1893,ftn,25,G,10,"['G', 10]"
2222,28,C,10,"['C', 10]",JW2136,mglA,25,G,11,"['G', 11]"
2223,28,C,11,"['C', 11]",JW3706,pstS,25,G,12,"['G', 12]"
2224,28,C,12,"['C', 12]",JW3921,frwC,25,H,1,"['H', 1]"
2225,28,D,1,"['D', 1]",JW0769,ybhL,25,H,2,"['H', 2]"
2226,28,D,2,"['D', 2]",JW0841,potI,25,H,3,"['H', 3]"
2227,28,D,3,"['D', 3]",JW0953,yccA,25,H,4,"['H', 4]"
2228,28,D,4,"['D', 4]",JW1207,chaA,25,H,5,"['H', 5]"
2229,28,D,5,"['D', 5]",JW1304,ycjO,25,H,6,"['H', 6]"
2230,28,D,6,"['D', 6]",JW1480,ddpC,25,H,7,"['H', 7]"
2231,28,D,7,"['D', 7]",JW1699,btuD,25,H,9,"['H', 9]"
2232,28,D,8,"['D', 8]",JW1806,manX,25,H,10,"['H', 10]"
2233,28,D,9,"['D', 9]",JW1895,tyrP,25,H,11,"['H', 11]"
2234,28,D,10,"['D', 10]",JW2137,mglB,25,H,12,"['H', 12]"
2235,28,D,12,"['D', 12]",JW3922,frwB,26,A,1,"['A', 1]"
2236,28,E,1,"['E', 1]",JW0794,glnQ,26,A,2,"['A', 2]"
2237,28,E,2,"['E', 2]",JW0845,artM,26,A,3,"['A', 3]"
2238,28,E,3,"['E', 3]",JW1001,putP,26,A,4,"['A', 4]"
2239,28,E,4,"['E', 4]",JW1208,chaB,26,A,5,"['A', 5]"
2240,28,E,5,"['E', 5]",JW1305,ycjP,26,A,6,"['A', 6]"
2241,28,E,6,"['E', 6]",JW1481,ddpB,26,A,7,"['A', 7]"
2242,28,E,7,"['E', 7]",JW1700,btuE,26,A,8,"['A', 8]"
2243,28,E,8,"['E', 8]",JW1808,manZ,26,A,9,"['A', 9]"
2244,28,E,9,"['E', 9]",JW1903,yecS,26,A,10,"['A', 10]"
2245,28,E,10,"['E', 10]",JW2143,lysP,26,A,11,"['A', 11]"
2246,28,E,11,"['E', 11]",JW3728,rbsA,26,A,12,"['A', 12]"
2247,28,E,12,"['E', 12]",JW3925,frwD,26,B,1,"['B', 1]"
2248,28,F,1,"['F', 1]",JW0795,glnP,26,B,2,"['B', 2]"
2249,28,F,2,"['F', 2]",JW0846,artQ,26,B,3,"['B', 3]"
2250,28,F,3,"['F', 3]",JW1040,mdtG,26,B,4,"['B', 4]"
2251,28,F,4,"['F', 4]",JW1238,oppD,26,B,5,"['B', 5]"
2252,28,F,5,"['F', 5]",JW1311,ycjV,26,B,6,"['B', 6]"
2253,28,F,6,"['F', 6]",JW1487,gadC,26,B,7,"['B', 7]"
2254,28,F,7,"['F', 7]",JW1701,btuC,26,B,8,"['B', 8]"
2255,28,F,9,"['F', 9]",JW1962,shiA,26,B,9,"['B', 9]"
2256,28,F,10,"['F', 10]",JW3658,glvG,26,B,10,"['B', 10]"
2257,28,F,11,"['F', 11]",JW3729,rbsC,26,B,11,"['B', 11]"
2258,28,F,12,"['F', 12]",JW3938,btuB,26,B,12,"['B', 12]"
2259,28,G,1,"['G', 1]",JW0796,glnH,26,C,1,"['C', 1]"
2260,28,G,2,"['G', 2]",JW0847,artI,26,C,2,"['C', 2]"
2261,28,G,3,"['G', 3]",JW1087,ptsG,26,C,3,"['C', 3]"
2262,28,G,4,"['G', 4]",JW1242,kch,26,C,4,"['C', 4]"
2263,28,G,5,"['G', 5]",JW1358,trkG,26,C,5,"['C', 5]"
2264,28,G,6,"['G', 6]",JW1490,yddB,26,C,6,"['C', 6]"
2265,28,G,7,"['G', 7]",JW1718,ydjN,26,C,7,"['C', 7]"
2266,28,G,9,"['G', 9]",JW2076,gatC,26,C,8,"['C', 8]"
2267,28,G,10,"['G', 10]",JW3659,glvB,26,C,9,"['C', 9]"
2268,28,G,11,"['G', 11]",JW3789,corA,26,C,10,"['C', 10]"
2269,28,G,12,"['G', 12]",JW3991,xylE,26,C,11,"['C', 11]"
2270,28,H,1,"['H', 1]",JW0804,ybiT,26,C,12,"['C', 12]"
2271,28,H,2,"['H', 2]",JW0848,artP,26,D,1,"['D', 1]"
2272,28,H,3,"['H', 3]",JW1109,potD,26,D,2,"['D', 2]"
2273,28,H,4,"['H', 4]",JW1284,sapD,26,D,3,"['D', 3]"
2274,28,H,5,"['H', 5]",JW1436,ydcT,26,D,4,"['D', 4]"
2275,28,H,6,"['H', 6]",JW1506,ego,26,D,5,"['D', 5]"
2276,28,H,7,"['H', 7]",JW1725,chbA,26,D,6,"['D', 6]"
2277,28,H,8,"['H', 8]",JW1848,znuB,26,D,7,"['D', 7]"
2278,28,H,9,"['H', 9]",JW2085,yegT,26,D,8,"['D', 8]"
2279,28,H,10,"['H', 10]",JW3700,bglF,26,D,9,"['D', 9]"
2280,28,H,11,"['H', 11]",JW3878,rhaT,26,D,10,"['D', 10]"
2281,28,H,12,"['H', 12]",JW3992,malG,26,D,11,"['D', 11]"
2282,29,A,1,"['A', 1]",JW3993,malF,26,D,12,"['D', 12]"
2283,29,A,2,"['A', 2]",JW4072,proP,26,E,1,"['E', 1]"
2284,29,A,3,"['A', 3]",JW4247,fecE,26,E,2,"['E', 2]"
2285,29,A,4,"['A', 4]",JW0226,prfH,26,E,3,"['E', 3]"
2286,29,A,5,"['A', 5]",JW1053,rimJ,26,E,4,"['E', 4]"
2287,29,A,6,"['A', 6]",JW2173,rplY,26,E,5,"['E', 5]"
2288,29,A,7,"['A', 7]",JW2473,hyfH,26,E,6,"['E', 6]"
2289,29,A,8,"['A', 8]",JW2362,dsdX,26,E,7,"['E', 7]"
2290,29,A,9,"['A', 9]",JW2415,cysA,26,E,8,"['E', 8]"
2291,29,A,10,"['A', 10]",JW2531,yphE,26,E,9,"['E', 9]"
2292,29,A,11,"['A', 11]",JW2767,sdaC,26,E,10,"['E', 10]"
2293,29,A,12,"['A', 12]",JW2973,exbD,26,E,11,"['E', 11]"
2294,29,B,1,"['B', 1]",JW3994,malE,26,E,12,"['E', 12]"
2295,29,B,2,"['B', 2]",JW4081,melB,26,F,1,"['F', 1]"
2296,29,B,3,"['B', 3]",JW4249,fecC,26,F,2,"['F', 2]"
2297,29,B,4,"['B', 4]",JW0395,queA,26,F,3,"['F', 3]"
2298,29,B,5,"['B', 5]",JW1072,rluC,26,F,4,"['F', 4]"
2299,29,B,6,"['B', 6]",JW2249,yfbG,26,F,5,"['F', 5]"
2300,29,B,8,"['B', 8]",JW2380,ypdD,26,F,7,"['F', 7]"
2301,29,B,9,"['B', 9]",JW2417,cysU,26,F,9,"['F', 9]"
2302,29,B,10,"['B', 10]",JW2638,gabP,26,F,10,"['F', 10]"
2303,29,B,11,"['B', 11]",JW2772,fucP,26,F,11,"['F', 11]"
2304,29,B,12,"['B', 12]",JW2974,exbB,26,G,1,"['G', 1]"
2305,29,C,1,"['C', 1]",JW3995,malK,26,G,2,"['G', 2]"
2306,29,C,2,"['C', 2]",JW4084,dcuB,26,G,3,"['G', 3]"
2307,29,C,3,"['C', 3]",JW4251,fecA,26,G,4,"['G', 4]"
2308,29,C,4,"['C', 4]",JW0396,tgt,26,G,5,"['G', 5]"
2309,29,C,5,"['C', 5]",JW1075,rpmF,26,G,6,"['G', 6]"
2310,29,C,6,"['C', 6]",JW2315,truA,26,G,7,"['G', 7]"
2311,29,C,7,"['C', 7]",JW2154,fruA,26,G,8,"['G', 8]"
2312,29,C,8,"['C', 8]",JW2388,mntH,26,G,9,"['G', 9]"
2313,29,C,9,"['C', 9]",JW2418,cysP,26,G,10,"['G', 10]"
2314,29,C,10,"['C', 10]",JW2652,proV,26,G,11,"['G', 11]"
2315,29,C,11,"['C', 11]",JW2797,ptsP,26,G,12,"['G', 12]"
2316,29,C,12,"['C', 12]",JW3064,exuT,26,H,1,"['H', 1]"
2317,29,D,1,"['D', 1]",JW4038,gltP,26,H,2,"['H', 2]"
2318,29,D,2,"['D', 2]",JW4093,cadB,26,H,3,"['H', 3]"
2319,29,D,3,"['D', 3]",JW4264,sgcA,26,H,4,"['H', 4]"
2320,29,D,4,"['D', 4]",JW0514,ppiB,26,H,5,"['H', 5]"
2321,29,D,5,"['D', 5]",JW1423,rimL,26,H,6,"['H', 6]"
2322,29,D,6,"['D', 6]",JW2467,hyfB,26,H,7,"['H', 7]"
2323,29,D,7,"['D', 7]",JW2156,fruB,26,H,8,"['H', 8]"
2324,29,D,8,"['D', 8]",JW2389,nupC,26,H,9,"['H', 9]"
2325,29,D,9,"['D', 9]",JW2454,acrD,26,H,10,"['H', 10]"
2326,29,D,10,"['D', 10]",JW2653,proW,26,H,11,"['H', 11]"
2327,29,D,11,"['D', 11]",JW2813,yqeG,26,H,12,"['H', 12]"
2328,29,D,12,"['D', 12]",JW3101,kbaZ,27,A,1,"['A', 1]"
2329,29,E,1,"['E', 1]",JW4047,alsC,27,A,2,"['A', 2]"
2330,29,E,2,"['E', 2]",JW4166,cycA,27,A,3,"['A', 3]"
2331,29,E,3,"['E', 3]",JW4284,gntP,27,A,4,"['A', 4]"
2332,29,E,4,"['E', 4]",JW0836,rimK,27,A,5,"['A', 5]"
2333,29,E,5,"['E', 5]",JW5962,sra,27,A,6,"['A', 6]"
2334,29,E,6,"['E', 6]",JW2469,hyfD,27,A,7,"['A', 7]"
2335,29,E,7,"['E', 7]",JW2199,yojI,27,A,8,"['A', 8]"
2336,29,E,8,"['E', 8]",JW2406,cysZ,27,A,9,"['A', 9]"
2337,29,E,9,"['E', 9]",JW2477,focB,27,A,10,"['A', 10]"
2338,29,E,10,"['E', 10]",JW2673,srlB,27,A,11,"['A', 11]"
2339,29,E,11,"['E', 11]",JW2850,ygfO,27,A,12,"['A', 12]"
2340,29,E,12,"['E', 12]",JW3105,agaS,27,B,1,"['B', 1]"
2341,29,F,1,"['F', 1]",JW4049,alsB,27,B,2,"['B', 2]"
2342,29,F,2,"['F', 2]",JW4168,ytfF,27,B,3,"['B', 3]"
2343,29,F,3,"['F', 3]",JW4331,fhuF,27,B,4,"['B', 4]"
2344,29,F,4,"['F', 4]",JW0843,rumB,27,B,5,"['B', 5]"
2345,29,F,5,"['F', 5]",JW1707,rpmI,27,B,6,"['B', 6]"
2346,29,F,6,"['F', 6]",JW2470,hyfE,27,B,7,"['B', 7]"
2347,29,F,7,"['F', 7]",JW2217,atoE,27,B,8,"['B', 8]"
2348,29,F,8,"['F', 8]",JW2408,ptsH,27,B,9,"['B', 9]"
2349,29,F,9,"['F', 9]",JW2478,yfgO,27,B,10,"['B', 10]"
2350,29,F,10,"['F', 10]",JW5435,ascF,27,B,11,"['B', 11]"
2351,29,F,11,"['F', 11]",JW2900,cmtA,27,B,12,"['B', 12]"
2352,29,F,12,"['F', 12]",JW3106,kbaY,27,C,1,"['C', 1]"
2353,29,G,1,"['G', 1]",JW4066,phnD,27,C,2,"['C', 2]"
2354,29,G,2,"['G', 2]",JW4199,treB,27,C,3,"['C', 3]"
