,orig_plate,orig_row,orig_col,orig_col_row,keio_name,genotype,new_plate,new_row,new_col,new_col_row
1019,14,G,3,"['G', 3]",JW2438,eutJ,12,H,6,"['H', 6]"
1020,14,G,4,"['G', 4]",JW2615,yfjR,12,H,7,"['H', 7]"
1021,14,G,6,"['G', 6]",JW0210,ivy,12,H,8,"['H', 8]"
1022,14,G,8,"['G', 8]",JW2381,ypdE,12,H,9,"['H', 9]"
1023,14,G,9,"['G', 9]",JW2515,iscR,12,H,10,"['H', 10]"
1024,14,G,10,"['G', 10]",JW0131,yadC,12,H,11,"['H', 11]"
1025,14,G,11,"['G', 11]",JW0317,yahK,12,H,12,"['H', 12]"
1026,14,H,2,"['H', 2]",JW2168,yejF,13,A,1,"['A', 1]"
1027,14,H,4,"['H', 4]",JW2619,yfjU,13,A,2,"['A', 2]"
1028,14,H,7,"['H', 7]",JW1823,yebT,13,A,3,"['A', 3]"
1029,14,H,8,"['H', 8]",JW2383,ypdG,13,A,4,"['A', 4]"
1030,14,H,9,"['H', 9]",JW2640,ygaU,13,A,5,"['A', 5]"
1031,14,H,10,"['H', 10]",JW0137,yadN,13,A,6,"['A', 6]"
1032,14,H,11,"['H', 11]",JW0360,tauD,13,A,7,"['A', 7]"
1033,14,H,12,"['H', 12]",JW0534,ybcM,13,A,8,"['A', 8]"
1034,15,A,1,"['A', 1]",JW0592,ybdH,13,A,9,"['A', 9]"
1035,15,A,2,"['A', 2]",JW0883,ycaN,13,A,10,"['A', 10]"
1036,15,A,3,"['A', 3]",JW1276,yciT,13,A,11,"['A', 11]"
1037,15,A,4,"['A', 4]",JW1508,lsrD,13,A,12,"['A', 12]"
1038,15,A,5,"['A', 5]",JW1588,ynfM,13,B,1,"['B', 1]"
1039,15,A,7,"['A', 7]",JW1759,ydjF,13,B,2,"['B', 2]"
1040,15,A,8,"['A', 8]",JW1968,erfK,13,B,3,"['B', 3]"
1041,15,A,9,"['A', 9]",JW0849,ybjP,13,B,4,"['B', 4]"
1042,15,A,10,"['A', 10]",JW2030,wcaK,13,B,5,"['B', 5]"
1043,15,B,1,"['B', 1]",JW0645,hscC,13,B,6,"['B', 6]"
1044,15,B,2,"['B', 2]",JW0884,ycaK,13,B,7,"['B', 7]"
1045,15,B,3,"['B', 3]",JW1372,ydbK,13,B,8,"['B', 8]"
1046,15,B,4,"['B', 4]",JW1509,lsrB,13,B,9,"['B', 9]"
1047,15,B,5,"['B', 5]",JW1592,mdtJ,13,B,10,"['B', 10]"
1048,15,B,6,"['B', 6]",JW1688,ydiR,13,B,11,"['B', 11]"
1049,15,B,7,"['B', 7]",JW1760,ydjG,13,B,12,"['B', 12]"
1050,15,B,8,"['B', 8]",JW1983,yeeR,13,C,1,"['C', 1]"
1051,15,B,9,"['B', 9]",JW0923,ycbS,13,C,2,"['C', 2]"
1052,15,B,11,"['B', 11]",JW3891,yiiQ,13,C,3,"['C', 3]"
1053,15,B,12,"['B', 12]",JW5604,rep,13,C,4,"['C', 4]"
1054,15,C,1,"['C', 1]",JW0673,ybfF,13,C,5,"['C', 5]"
1055,15,C,3,"['C', 3]",JW1403,ydbC,13,C,6,"['C', 6]"
1056,15,C,4,"['C', 4]",JW1517,yneH,13,C,7,"['C', 7]"
1057,15,C,5,"['C', 5]",JW1598,folM,13,C,8,"['C', 8]"
1058,15,C,6,"['C', 6]",JW1689,ydiS,13,C,9,"['C', 9]"
1059,15,C,7,"['C', 7]",JW1763,ydjJ,13,C,10,"['C', 10]"
1060,15,C,8,"['C', 8]",JW0054,djlA,13,C,12,"['C', 12]"
1061,15,C,9,"['C', 9]",JW0966,yccZ,13,D,1,"['D', 1]"
1062,15,C,10,"['C', 10]",JW2329,yfcO,13,D,2,"['D', 2]"
1063,15,C,11,"['C', 11]",JW4110,blc,13,D,3,"['D', 3]"
1064,15,C,12,"['C', 12]",JW1849,ruvB,13,D,4,"['D', 4]"
1065,15,D,2,"['D', 2]",JW0938,ycbZ,13,D,5,"['D', 5]"
1066,15,D,3,"['D', 3]",JW1446,yncD,13,D,6,"['D', 6]"
1067,15,D,4,"['D', 4]",JW1519,yneJ,13,D,7,"['D', 7]"
1068,15,D,6,"['D', 6]",JW1690,ydiT,13,D,8,"['D', 8]"
1069,15,D,7,"['D', 7]",JW1770,yeaE,13,D,9,"['D', 9]"
1070,15,D,8,"['D', 8]",JW0173,hlpA,13,D,10,"['D', 10]"
1071,15,D,9,"['D', 9]",JW1020,csgG,13,D,11,"['D', 11]"
1072,15,D,10,"['D', 10]",JW2479,yfgC,13,D,12,"['D', 12]"
1073,15,D,11,"['D', 11]",JW1092,ycfN,13,E,1,"['E', 1]"
1074,15,D,12,"['D', 12]",JW3786,uvrD,13,E,2,"['E', 2]"
1075,15,E,1,"['E', 1]",JW0735,zitB,13,E,3,"['E', 3]"
1076,15,E,4,"['E', 4]",JW1533,ydfH,13,E,4,"['E', 4]"
1077,15,E,5,"['E', 5]",JW1639,ydhF,13,E,5,"['E', 5]"
1078,15,E,6,"['E', 6]",JW1732,spy,13,E,6,"['E', 6]"
1079,15,E,7,"['E', 7]",JW1779,yeaM,13,E,8,"['E', 8]"
1080,15,E,9,"['E', 9]",JW1021,csgF,13,E,9,"['E', 9]"
1081,15,E,10,"['E', 10]",JW2618,yfjT,13,E,10,"['E', 10]"
1082,15,E,11,"['E', 11]",JW0141,dksA,13,E,11,"['E', 11]"
1083,15,E,12,"['E', 12]",JW1279,rnb,13,E,12,"['E', 12]"
1084,15,F,1,"['F', 1]",JW0835,nfsA,13,F,1,"['F', 1]"
1085,15,F,2,"['F', 2]",JW0967,ymcA,13,F,2,"['F', 2]"
1086,15,F,3,"['F', 3]",JW1498,ydeS,13,F,3,"['F', 3]"
1087,15,F,4,"['F', 4]",JW1535,ydfI,13,F,4,"['F', 4]"
1088,15,F,6,"['F', 6]",JW1739,ydjX,13,F,5,"['F', 5]"
1089,15,F,7,"['F', 7]",JW1836,yebF,13,F,6,"['F', 6]"
1090,15,F,8,"['F', 8]",JW0521,sfmD,13,F,7,"['F', 7]"
1091,15,F,9,"['F', 9]",JW1374,hslJ,13,F,9,"['F', 9]"
1092,15,F,10,"['F', 10]",JW2876,pepP,13,F,10,"['F', 10]"
1093,15,F,11,"['F', 11]",JW2511,hscB,13,F,11,"['F', 11]"
1094,15,F,12,"['F', 12]",JW0786,ybiC,13,F,12,"['F', 12]"
1095,15,G,1,"['G', 1]",JW0862,macA,13,G,1,"['G', 1]"
1096,15,G,3,"['G', 3]",JW1505,ydeW,13,G,2,"['G', 2]"
1097,15,G,4,"['G', 4]",JW1546,ydfQ,13,G,3,"['G', 3]"
1098,15,G,5,"['G', 5]",JW1649,ydhP,13,G,4,"['G', 4]"
1099,15,G,6,"['G', 6]",JW1741,ydjZ,13,G,5,"['G', 5]"
1100,15,G,7,"['G', 7]",JW1949,yedS,13,G,6,"['G', 6]"
1101,15,G,8,"['G', 8]",JW0557,nfrA,13,G,7,"['G', 7]"
1102,15,G,9,"['G', 9]",JW1677,ydiJ,13,G,8,"['G', 8]"
1103,15,G,11,"['G', 11]",JW0426,tig,13,G,9,"['G', 9]"
1104,15,G,12,"['G', 12]",JW3547,yiaK,13,G,10,"['G', 10]"
1105,15,H,1,"['H', 1]",JW0863,macB,13,G,11,"['G', 11]"
1106,15,H,2,"['H', 2]",JW1194,ychF,13,G,12,"['G', 12]"
1107,15,H,3,"['H', 3]",JW1507,lsrC,13,H,1,"['H', 1]"
1108,15,H,4,"['H', 4]",JW1558,flxA,13,H,2,"['H', 2]"
1109,15,H,5,"['H', 5]",JW1672,sufC,13,H,3,"['H', 3]"
1110,15,H,8,"['H', 8]",JW0800,ybiP,13,H,4,"['H', 4]"
1111,15,H,9,"['H', 9]",JW1956,yodA,13,H,5,"['H', 5]"
1112,15,H,10,"['H', 10]",JW3183,yhcD,13,H,6,"['H', 6]"
1113,15,H,11,"['H', 11]",JW1875,tar,13,H,7,"['H', 7]"
1114,15,H,12,"['H', 12]",JW0505,allD,13,H,8,"['H', 8]"
1115,16,A,1,"['A', 1]",JW3976,aceK,13,H,9,"['H', 9]"
1116,16,A,2,"['A', 2]",JW4011,qor,13,H,10,"['H', 10]"
1117,16,A,3,"['A', 3]",JW1648,sodB,13,H,11,"['H', 11]"
1118,16,A,5,"['A', 5]",JW0273,yagM,13,H,12,"['H', 12]"
1119,16,A,6,"['A', 6]",JW0498,ybbV,14,A,1,"['A', 1]"
1120,16,A,7,"['A', 7]",JW0658,miaB,14,A,2,"['A', 2]"
1121,16,A,8,"['A', 8]",JW1045,yceO,14,A,3,"['A', 3]"
1122,16,A,9,"['A', 9]",JW1152,ymgA,14,A,5,"['A', 5]"
1123,16,A,11,"['A', 11]",JW1466,yddJ,14,A,6,"['A', 6]"
1124,16,A,12,"['A', 12]",JW1742,ynjA,14,A,7,"['A', 7]"
1125,16,B,1,"['B', 1]",JW1772,yeaG,14,A,8,"['A', 8]"
1126,16,B,2,"['B', 2]",JW4130,hfq,14,A,9,"['A', 9]"
1127,16,B,3,"['B', 3]",JW1638,sodC,14,A,10,"['A', 10]"
1128,16,B,4,"['B', 4]",JW2801,ygdR,14,A,11,"['A', 11]"
1129,16,B,5,"['B', 5]",JW0274,yagN,14,A,12,"['A', 12]"
1130,16,B,6,"['B', 6]",JW0507,ylbE,14,B,1,"['B', 1]"
1131,16,B,7,"['B', 7]",JW0676,ybfP,14,B,2,"['B', 2]"
1132,16,B,8,"['B', 8]",JW1123,ymfD,14,B,3,"['B', 3]"
1133,16,B,9,"['B', 9]",JW1153,ymgB,14,B,4,"['B', 4]"
1134,16,B,10,"['B', 10]",JW1352,ydaS,14,B,5,"['B', 5]"
1135,16,B,11,"['B', 11]",JW1467,yddK,14,B,6,"['B', 6]"
1136,16,C,1,"['C', 1]",JW1827,pphA,14,B,7,"['B', 7]"
1137,16,C,2,"['C', 2]",JW1667,lpp,14,B,9,"['B', 9]"
1138,16,C,3,"['C', 3]",JW1317,tpx,14,B,10,"['B', 10]"
1139,16,C,6,"['C', 6]",JW0532,ybcK,14,B,11,"['B', 11]"
1140,16,C,7,"['C', 7]",JW0724,ybgT,14,B,12,"['B', 12]"
1141,16,C,9,"['C', 9]",JW1156,ymgF,14,C,1,"['C', 1]"
1142,16,C,10,"['C', 10]",JW1369,ynaE,14,C,2,"['C', 2]"
1143,16,C,11,"['C', 11]",JW1503,ydeK,14,C,3,"['C', 3]"
1144,16,D,1,"['D', 1]",JW3140,argG,14,C,4,"['C', 4]"
1145,16,D,2,"['D', 2]",JW0599,ahpF,14,C,5,"['C', 5]"
1146,16,D,4,"['D', 4]",JW2819,ygeG,14,C,6,"['C', 6]"
1147,16,D,8,"['D', 8]",JW1128,ymfH,14,C,7,"['C', 7]"
1148,16,D,9,"['D', 9]",JW1162,ycgI,14,C,8,"['C', 8]"
1149,16,E,1,"['E', 1]",JW1241,cls,14,C,9,"['C', 9]"
1150,16,E,2,"['E', 2]",JW3467,gor,14,C,10,"['C', 10]"
1151,16,E,3,"['E', 3]",JW1329,ogt,14,C,11,"['C', 11]"
1152,16,E,4,"['E', 4]",JW2820,ygeH,14,C,12,"['C', 12]"
1153,16,E,6,"['E', 6]",JW0548,ybcW,14,D,1,"['D', 1]"
1154,16,E,9,"['E', 9]",JW1185,ycgY,14,D,2,"['D', 2]"
1155,16,E,11,"['E', 11]",JW1557,ydfV,14,D,3,"['D', 3]"
1156,16,E,12,"['E', 12]",JW1815,yobG,14,D,4,"['D', 4]"
1157,16,F,1,"['F', 1]",JW3331,cysG,14,D,5,"['D', 5]"
1158,16,F,2,"['F', 2]",JW1627,gst,14,D,6,"['D', 6]"
1159,16,F,3,"['F', 3]",JW0217,yafL,14,D,7,"['D', 7]"
1160,16,F,5,"['F', 5]",JW0302,ykgH,14,D,8,"['D', 8]"
1161,16,F,6,"['F', 6]",JW0551,ybcY,14,D,9,"['D', 9]"
1162,16,F,8,"['F', 8]",JW1130,ymfJ,14,D,10,"['D', 10]"
1163,16,F,11,"['F', 11]",JW1635,ydhI,14,D,11,"['D', 11]"
1164,16,G,1,"['G', 1]",JW1794,fadD,14,D,12,"['D', 12]"
1165,16,G,2,"['G', 2]",JW3914,katG,14,E,1,"['E', 1]"
1166,16,G,3,"['G', 3]",JW2728,ygcJ,14,E,2,"['E', 2]"
1167,16,G,4,"['G', 4]",JW0207,yafU,14,E,3,"['E', 3]"
1168,16,G,6,"['G', 6]",JW0552,ylcE,14,E,4,"['E', 4]"
1169,16,G,7,"['G', 7]",JW0832,ybjM,14,E,5,"['E', 5]"
1170,16,G,8,"['G', 8]",JW1147,elbA,14,E,6,"['E', 6]"
1171,16,G,11,"['G', 11]",JW1713,ydiZ,14,E,7,"['E', 7]"
1172,16,G,12,"['G', 12]",JW1918,yedN,14,E,8,"['E', 8]"
1173,16,H,1,"['H', 1]",JW0008,mog,14,E,9,"['E', 9]"
1174,16,H,2,"['H', 2]",JW3879,sodA,14,E,10,"['E', 10]"
1175,16,H,3,"['H', 3]",JW2766,ygdH,14,E,11,"['E', 11]"
1176,16,H,4,"['H', 4]",JW0222,yafN,14,E,12,"['E', 12]"
1177,16,H,8,"['H', 8]",JW1148,ycgX,14,F,1,"['F', 1]"
1178,16,H,11,"['H', 11]",JW1719,ydjO,14,F,2,"['F', 2]"
1179,16,H,12,"['H', 12]",JW5912,yedN,14,F,3,"['F', 3]"
1180,17,A,1,"['A', 1]",JW1920,yedM,14,F,4,"['F', 4]"
1181,17,A,2,"['A', 2]",JW1306,ycjQ,14,F,5,"['F', 5]"
1182,17,A,3,"['A', 3]",JW2843,yqeB,14,F,6,"['F', 6]"
1183,17,A,4,"['A', 4]",JW2882,yqfE,14,F,7,"['F', 7]"
1184,17,A,6,"['A', 6]",JW2938,yghG,14,F,8,"['F', 8]"
1185,17,A,7,"['A', 7]",JW2992,ygiW,14,F,9,"['F', 9]"
1186,17,A,8,"['A', 8]",JW3007,zupT,14,F,10,"['F', 10]"
1187,17,A,9,"['A', 9]",JW3035,ygjE,14,F,11,"['F', 11]"
1188,17,A,10,"['A', 10]",JW3053,ygjM,14,F,12,"['F', 12]"
1189,17,A,11,"['A', 11]",JW3073,yqjG,14,G,1,"['G', 1]"
1190,17,A,12,"['A', 12]",JW3118,yraO,14,G,2,"['G', 2]"
1191,17,B,1,"['B', 1]",JW1953,yedX,14,G,3,"['G', 3]"
1192,17,B,2,"['B', 2]",JW1765,ydjL,14,G,4,"['G', 4]"
1193,17,B,3,"['B', 3]",JW2849,xdhD,14,G,5,"['G', 5]"
1194,17,B,4,"['B', 4]",JW2887,ygfH,14,G,6,"['G', 6]"
1195,17,B,5,"['B', 5]",JW2921,yggV,14,G,8,"['G', 8]"
1196,17,B,6,"['B', 6]",JW2952,yghR,14,G,9,"['G', 9]"
1197,17,B,7,"['B', 7]",JW2995,ygiZ,14,G,10,"['G', 10]"
1198,17,B,8,"['B', 8]",JW3008,ygiE,14,G,11,"['G', 11]"
1199,17,B,9,"['B', 9]",JW3040,ygjF,14,G,12,"['G', 12]"
1200,17,B,10,"['B', 10]",JW3054,ygjN,14,H,1,"['H', 1]"
1201,17,B,11,"['B', 11]",JW3074,yhaH,14,H,2,"['H', 2]"
1202,17,B,12,"['B', 12]",JW3119,yraP,14,H,3,"['H', 3]"
1203,17,C,1,"['C', 1]",JW1998,yeeZ,14,H,4,"['H', 4]"
1204,17,C,2,"['C', 2]",JW3109,agaD,14,H,5,"['H', 5]"
1205,17,C,3,"['C', 3]",JW2864,ygfX,14,H,6,"['H', 6]"
1206,17,C,4,"['C', 4]",JW2889,yggE,14,H,7,"['H', 7]"
1207,17,C,5,"['C', 5]",JW2922,yggW,14,H,8,"['H', 8]"
1208,17,C,6,"['C', 6]",JW2954,yghT,14,H,9,"['H', 9]"
1209,17,C,7,"['C', 7]",JW2996,mdaB,14,H,10,"['H', 10]"
1210,17,C,8,"['C', 8]",JW3011,ygiL,14,H,11,"['H', 11]"
1211,17,C,9,"['C', 9]",JW3041,yqjH,14,H,12,"['H', 12]"
1212,17,C,10,"['C', 10]",JW3057,ygjQ,15,A,1,"['A', 1]"
1213,17,C,11,"['C', 11]",JW3075,yhaI,15,A,2,"['A', 2]"
1214,17,C,12,"['C', 12]",JW3120,yraQ,15,A,3,"['A', 3]"
1215,17,D,2,"['D', 2]",JW2261,elaB,15,A,4,"['A', 4]"
1216,17,D,3,"['D', 3]",JW2865,ygfY,15,A,5,"['A', 5]"
1217,17,D,4,"['D', 4]",JW2890,argO,15,A,7,"['A', 7]"
1218,17,D,5,"['D', 5]",JW2923,yggM,15,A,8,"['A', 8]"
1219,17,D,6,"['D', 6]",JW2966,yghW,15,A,9,"['A', 9]"
1220,17,D,7,"['D', 7]",JW2997,ygiN,15,A,10,"['A', 10]"
1221,17,D,8,"['D', 8]",JW3022,yqiJ,15,A,11,"['A', 11]"
1222,17,D,9,"['D', 9]",JW3042,yqjI,15,A,12,"['A', 12]"
1223,17,D,10,"['D', 10]",JW3060,sstT,15,B,1,"['B', 1]"
1224,17,D,11,"['D', 11]",JW3097,garD,15,B,2,"['B', 2]"
1225,17,D,12,"['D', 12]",JW3123,yhbP,15,B,3,"['B', 3]"
1226,17,E,1,"['E', 1]",JW2268,yfbN,15,B,4,"['B', 4]"
1227,17,E,2,"['E', 2]",JW2262,elaA,15,B,5,"['B', 5]"
1228,17,E,3,"['E', 3]",JW2866,ygfZ,15,B,6,"['B', 6]"
1229,17,E,4,"['E', 4]",JW2891,mscS,15,B,7,"['B', 7]"
1230,17,E,5,"['E', 5]",JW2927,yggH,15,B,8,"['B', 8]"
1231,17,E,6,"['E', 6]",JW2970,yghZ,15,B,9,"['B', 9]"
1232,17,E,7,"['E', 7]",JW2999,yqiA,15,B,10,"['B', 10]"
1233,17,E,8,"['E', 8]",JW3023,yqiK,15,B,11,"['B', 11]"
1234,17,E,9,"['E', 9]",JW3045,ygjH,15,B,12,"['B', 12]"
1235,17,E,10,"['E', 10]",JW3061,ygjV,15,C,1,"['C', 1]"
1236,17,E,11,"['E', 11]",JW3099,yhaV,15,C,2,"['C', 2]"
1237,17,E,12,"['E', 12]",JW3124,yhbQ,15,C,3,"['C', 3]"
1238,17,F,1,"['F', 1]",JW2269,yfbO,15,C,4,"['C', 4]"
1239,17,F,2,"['F', 2]",JW2802,tas,15,C,5,"['C', 5]"
1240,17,F,3,"['F', 3]",JW2867,yqfA,15,C,6,"['C', 6]"
1241,17,F,4,"['F', 4]",JW2895,yggC,15,C,7,"['C', 7]"
1242,17,F,5,"['F', 5]",JW2929,yggX,15,C,8,"['C', 8]"
1243,17,F,6,"['F', 6]",JW2985,sufI,15,C,9,"['C', 9]"
1244,17,F,7,"['F', 7]",JW3001,yqiB,15,C,10,"['C', 10]"
1245,17,F,8,"['F', 8]",JW3026,ygiF,15,C,11,"['C', 11]"
1246,17,F,9,"['F', 9]",JW5512,ygjI,15,C,12,"['C', 12]"
1247,17,F,10,"['F', 10]",JW3066,yqjA,15,D,1,"['D', 1]"
1248,17,F,11,"['F', 11]",JW3111,yraH,15,D,2,"['D', 2]"
1249,17,F,12,"['F', 12]",JW3125,yhbS,15,D,3,"['D', 3]"
1250,17,G,1,"['G', 1]",JW0601,ybdR,15,D,4,"['D', 4]"
1251,17,G,2,"['G', 2]",JW2835,xdhB,15,D,5,"['D', 5]"
1252,17,G,3,"['G', 3]",JW2868,yqfB,15,D,6,"['D', 6]"
1253,17,G,4,"['G', 4]",JW2896,yggD,15,D,7,"['D', 7]"
1254,17,G,5,"['G', 5]",JW2934,yqgA,15,D,8,"['D', 8]"
1255,17,G,6,"['G', 6]",JW2990,ygiU,15,D,9,"['D', 9]"
1256,17,G,7,"['G', 7]",JW3002,nudF,15,D,10,"['D', 10]"
1257,17,G,8,"['G', 8]",JW3027,htrG,15,D,11,"['D', 11]"
1258,17,G,9,"['G', 9]",JW3050,ygjJ,15,D,12,"['D', 12]"
1259,17,G,10,"['G', 10]",JW3069,yqjD,15,E,1,"['E', 1]"
1260,17,G,11,"['G', 11]",JW3114,yraK,15,E,2,"['E', 2]"
1261,17,G,12,"['G', 12]",JW3129,yhbW,15,E,3,"['E', 3]"
1262,17,H,1,"['H', 1]",JW1222,rssA,15,E,4,"['E', 4]"
1263,17,H,2,"['H', 2]",JW2841,hyuA,15,E,5,"['E', 5]"
1264,17,H,3,"['H', 3]",JW2870,ygfF,15,E,6,"['E', 6]"
1265,17,H,4,"['H', 4]",JW2897,yggF,15,E,7,"['E', 7]"
1266,17,H,5,"['H', 5]",JW2935,yghD,15,E,8,"['E', 8]"
1267,17,H,6,"['H', 6]",JW5502,ygiV,15,E,9,"['E', 9]"
1268,17,H,7,"['H', 7]",JW3006,ygiC,15,E,10,"['E', 10]"
1269,17,H,8,"['H', 8]",JW3031,ygiH,15,E,11,"['E', 11]"
1270,17,H,9,"['H', 9]",JW3051,ygjK,15,E,12,"['E', 12]"
1271,17,H,10,"['H', 10]",JW3070,yqjE,15,F,1,"['F', 1]"
1272,17,H,11,"['H', 11]",JW3116,yraM,15,F,3,"['F', 3]"
1273,17,H,12,"['H', 12]",JW3132,nlpI,15,F,4,"['F', 4]"
1274,18,A,1,"['A', 1]",JW3147,yhbY,15,F,5,"['F', 5]"
1275,18,A,2,"['A', 2]",JW3170,yhbH,15,F,6,"['F', 6]"
1276,18,A,3,"['A', 3]",JW3208,yhcO,15,F,7,"['F', 7]"
1277,18,A,4,"['A', 4]",JW3235,yhdV,15,F,8,"['F', 8]"
1278,18,A,5,"['A', 5]",JW3316,yheT,15,F,9,"['F', 9]"
1279,18,A,6,"['A', 6]",JW3344,yhfX,15,F,10,"['F', 10]"
1280,18,A,7,"['A', 7]",JW3397,yhgN,15,F,11,"['F', 11]"
1281,18,A,8,"['A', 8]",JW3432,yhhM,15,F,12,"['F', 12]"
1282,18,A,9,"['A', 9]",JW3478,hdeA,15,G,1,"['G', 1]"
1283,18,A,10,"['A', 10]",JW3491,yhjE,15,G,2,"['G', 2]"
1284,18,A,11,"['A', 11]",JW3532,ysaB,15,G,4,"['G', 4]"
1285,18,A,12,"['A', 12]",JW3568,yibA,15,G,5,"['G', 5]"
1286,18,B,1,"['B', 1]",JW3151,yhbE,15,G,6,"['G', 6]"
1287,18,B,2,"['B', 2]",JW3172,yhbJ,15,G,7,"['G', 7]"
1288,18,B,3,"['B', 3]",JW3209,aaeB,15,G,8,"['G', 8]"
1289,18,B,4,"['B', 4]",JW3241,yrdB,15,G,9,"['G', 9]"
1290,18,B,5,"['B', 5]",JW3317,yheU,15,G,10,"['G', 10]"
1291,18,B,6,"['B', 6]",JW3351,damX,15,G,11,"['G', 11]"
1292,18,B,7,"['B', 7]",JW3403,yhhX,15,G,12,"['G', 12]"
1293,18,B,8,"['B', 8]",JW3433,yhhN,15,H,1,"['H', 1]"
1294,18,B,9,"['B', 9]",JW3479,hdeD,15,H,2,"['H', 2]"
1295,18,B,10,"['B', 10]",JW3503,yhjR,15,H,3,"['H', 3]"
1296,18,B,11,"['B', 11]",JW3533,yiaH,15,H,4,"['H', 4]"
1297,18,B,12,"['B', 12]",JW3570,yibG,15,H,5,"['H', 5]"
1298,18,C,1,"['C', 1]",JW3159,yrbC,15,H,6,"['H', 6]"
1299,18,C,2,"['C', 2]",JW3174,yrbL,15,H,7,"['H', 7]"
1300,18,C,4,"['C', 4]",JW3245,smg,15,H,8,"['H', 8]"
1301,18,C,5,"['C', 5]",JW3318,prkB,15,H,9,"['H', 9]"
1302,18,C,6,"['C', 6]",JW3356,yrfB,15,H,10,"['H', 10]"
1303,18,C,7,"['C', 7]",JW3405,yhhY,15,H,11,"['H', 11]"
1304,18,C,10,"['C', 10]",JW3506,bcsG,15,H,12,"['H', 12]"
1305,18,C,11,"['C', 11]",JW5653,bax,16,A,1,"['A', 1]"
1306,18,C,12,"['C', 12]",JW3571,yibH,16,A,2,"['A', 2]"
1307,18,D,1,"['D', 1]",JW3160,yrbD,16,A,3,"['A', 3]"
1308,18,D,2,"['D', 2]",JW3182,yhcA,16,A,4,"['A', 4]"
1309,18,D,3,"['D', 3]",JW3217,yhdE,16,A,5,"['A', 5]"
1310,18,D,4,"['D', 4]",JW3255,yhdN,16,A,6,"['A', 6]"
1311,18,D,5,"['D', 5]",JW3319,yhfA,16,A,7,"['A', 7]"
1312,18,D,6,"['D', 6]",JW3357,yrfC,16,A,8,"['A', 8]"
1313,18,D,7,"['D', 7]",JW3406,yhhZ,16,A,9,"['A', 9]"
1314,18,D,9,"['D', 9]",JW3482,mdtF,16,A,10,"['A', 10]"
1315,18,D,11,"['D', 11]",JW3546,yiaJ,16,A,11,"['A', 11]"
1316,18,D,12,"['D', 12]",JW3576,yibT,16,B,1,"['B', 1]"
1317,18,E,1,"['E', 1]",JW3161,yrbE,16,B,2,"['B', 2]"
1318,18,E,2,"['E', 2]",JW3188,yhcF,16,B,3,"['B', 3]"
1319,18,E,3,"['E', 3]",JW3222,yhdH,16,B,4,"['B', 4]"
1320,18,E,4,"['E', 4]",JW3305,yheL,16,B,5,"['B', 5]"
1321,18,E,5,"['E', 5]",JW3325,yhfG,16,B,6,"['B', 6]"
1322,18,E,6,"['E', 6]",JW3360,nudE,16,B,7,"['B', 7]"
1323,18,E,7,"['E', 7]",JW3411,yrhB,16,B,8,"['B', 8]"
1324,18,E,8,"['E', 8]",JW3459,yhiN,16,B,9,"['B', 9]"
1325,18,E,9,"['E', 9]",JW3484,gadX,16,B,10,"['B', 10]"
1326,18,E,10,"['E', 10]",JW3508,yhjV,16,B,11,"['B', 11]"
1327,18,E,11,"['E', 11]",JW3549,yiaM,16,B,12,"['B', 12]"
1328,18,E,12,"['E', 12]",JW3577,yibL,16,C,1,"['C', 1]"
1329,18,F,1,"['F', 1]",JW3163,yrbG,16,C,2,"['C', 2]"
1330,18,F,2,"['F', 2]",JW3189,yhcG,16,C,3,"['C', 3]"
1331,18,F,3,"['F', 3]",JW3225,yhdT,16,C,4,"['C', 4]"
1332,18,F,4,"['F', 4]",JW3306,yheM,16,C,5,"['C', 5]"
1333,18,F,5,"['F', 5]",JW3327,tsgA,16,C,6,"['C', 6]"
1334,18,F,6,"['F', 6]",JW3365,yhgE,16,C,7,"['C', 7]"
1335,18,F,7,"['F', 7]",JW3413,yhhA,16,C,8,"['C', 8]"
1336,18,F,8,"['F', 8]",JW3463,yhiP,16,C,9,"['C', 9]"
1337,18,F,9,"['F', 9]",JW3486,yhjA,16,C,11,"['C', 11]"
1338,18,F,10,"['F', 10]",JW3519,yiaC,16,C,12,"['C', 12]"
1339,18,F,11,"['F', 11]",JW3551,yiaO,16,D,1,"['D', 1]"
1340,18,G,1,"['G', 1]",JW3164,kdsD,16,D,2,"['D', 2]"
1341,18,G,2,"['G', 2]",JW3190,yhcH,16,D,3,"['D', 3]"
1342,18,G,3,"['G', 3]",JW3228,dusB,16,D,4,"['D', 4]"
1343,18,G,4,"['G', 4]",JW3307,yheN,16,D,5,"['D', 5]"
1344,18,G,5,"['G', 5]",JW3332,yhfL,16,D,6,"['D', 6]"
1345,18,G,6,"['G', 6]",JW3374,yhgA,16,D,7,"['D', 7]"
1346,18,G,7,"['G', 7]",JW3424,yhhK,16,D,8,"['D', 8]"
1347,18,G,8,"['G', 8]",JW3466,yhiR,16,D,9,"['D', 9]"
1348,18,G,9,"['G', 9]",JW3488,yhjB,16,D,10,"['D', 10]"
1349,18,G,10,"['G', 10]",JW5657,yiaD,16,D,11,"['D', 11]"
1350,18,G,11,"['G', 11]",JW3558,yiaV,16,D,12,"['D', 12]"
1351,18,G,12,"['G', 12]",JW3619,yicC,16,E,1,"['E', 1]"
1352,18,H,1,"['H', 1]",JW3165,kdsC,16,E,2,"['E', 2]"
